gene	mid	chrom	start	end
GGT3P	2848505805	22	18761176	18792994
AC008132.13	2848570163	22	18834324	18848562
DGCR6	2848626366	22	18893541	18901751
AC007326.4	2848643218	22	18893751	18935245
PRODH	2848640898	22	18900290	18924066
DGCR5	2848698804	22	18958025	18982143
DGCR2	2848795601	22	19023795	19109967
DGCR14	2848853714.5	22	19117790	19132199
ESS2	2848853714.5	22	19117792	19132197
TSSK2	2848847948.5	22	19118321	19120136
GSC2	2848865662.5	22	19136089	19137796
SLC25A1	2848893435.5	22	19163088	19166343
CLTCL1	2848951832.5	22	19166986	19279239
HIRA	2849105317	22	19318221	19434973
C22orf39	2849116043	22	19338891	19435755
MRPL40	2849150231.5	22	19419425	19423598
UFD1L	2849180805.5	22	19437431	19466740
UFD1	2849180805.5	22	19437433	19466738
CDC45	2849216278.5	22	19466982	19508135
CLDN5	2849241527.5	22	19510547	19515068
SEPT5	2849435587	22	19701987	19711747
SEPT5-GP1BB	2849437239	22	19704743	19712295
GP1BB	2849440101	22	19710468	19712294
TBX1	2849486391	22	19744226	19771116
GNB1L	2849535324.5	22	19770747	19842462
RTL10	2849566760	22	19833661	19842419
C22orf29	2849566759	22	19833667	19842411
TXNRD2	2849624997.5	22	19863040	19929515
COMT	2849672034	22	19929130	19957498
ARVCF	2849709595	22	19957419	20004331
TANGO2	2849757713	22	20004537	20053449
DGCR8	2849812297.5	22	20067755	20099400
TRMT2A	2849830872	22	20099389	20104915
RANBP1	2849837890.5	22	20103461	20114880
ZDHHC8	2849854974.5	22	20116979	20135530
CCDC188	2849865989	22	20135950	20138588
RTN4R	2849978573.5	22	20228938	20270769
DGCR6L	2850033421	22	20301799	20307603
XXbac-B33L19.4	2850060027	22	20330724	20331890
XXbac-B33L19.6	2850068145	22	20337734	20341116
GGTLC3	2850095839.5	22	20366211	20368028
TMEM191B	2850107774.5	22	20377669	20380440
AC023490.1	2850108578	22	20379274	20380442
PI4KAP1	2850119836.5	22	20383536	20398697
RIMBP3	2850187454	22	20455682	20461786
AC011718.3	2850373919.5	22	20644406	20645993
FAM230A	2850433408	22	20692438	20716938
USP41	2850453678	22	20704868	20745048
ZNF74	2850484298	22	20748405	20762751
SCARF2	2850514329	22	20779105	20792113
AC007731.5	2850520937.5	22	20783528	20800907
KLHL22	2850551708	22	20795806	20850170
MED15	2850624779.5	22	20850200	20941919
SMPD4P1	2850719579	22	20970515	21011203
POM121L4P	2850773682	22	21044317	21045607
TMEM191A	2850785868	22	21055400	21058896
PI4KA	2850866562	22	21061979	21213705
SERPIND1	2850863807.5	22	21128167	21142008
SNAP29	2850958108.5	22	21213271	21245506
CRKL	2851018595.5	22	21271714	21308037
AIFM3	2851056242.5	22	21319396	21335649
LZTR1	2851073534.5	22	21336302	21353327
THAP7	2851083659	22	21353393	21356485
AC002472.1	2851088103	22	21358030	21360736
P2RX6	2851102328	22	21364097	21383119
SLC7A4	2851113788	22	21383007	21387129
AC002472.13	2851138071	22	21400247	21418455
LRRC74B	2851138073	22	21400249	21418457
KB-1592A4.15	2851202538	22	21468894	21478742
FAM230B	2851262966	22	21522045	21546447
GGT2	2851300814	22	21562262	21581926
FAM230C	2851388445	22	21655278	21664172
RIMBP3B	2851469435	22	21737663	21743767
HIC2	2851517442.5	22	21771693	21805752
TMEM191C	2851551855	22	21820712	21825558
PI4KAP2	2851578293	22	21827322	21871824
RIMBP3C	2851631418	22	21899646	21905750
UBE2L3	2851669749.5	22	21903736	21978323
YDJC	2851712085.5	22	21982378	21984353
CCDC116	2851718030.5	22	21987005	21991616
SDF2L1	2851726288.5	22	21996550	21998587
PPIL2	2851766021	22	22020298	22054304
YPEL1	2851799698	22	22051833	22090123
MAPK1	2851894099.5	22	22108789	22221970
PPM1F	2852019221	22	22273793	22307209
TOP3B	2852053025	22	22311397	22337213
PRAMENP	2852100634.5	22	22345495	22398334
IGLV4-69	2852114321	22	22385330	22385872
LL22NC03-23C6.13	2852121323	22	22390741	22394465
IGLV8-61	2852182086	22	22453108	22453624
IGLV6-57	2852279206.5	22	22550111	22550862
IGLV11-55	2852285048.5	22	22556055	22556602
VPREB1	2852328227	22	22599087	22599927
LL22NC03-2H8.4	2852377348.5	22	22648096	22649161
BMS1P20	2852396116	22	22657587	22677205
IGLV5-52	2852402051.5	22	22673080	22673583
IGLV1-51	2852405802	22	22676826	22677338
IGLV1-50	2852410635	22	22681656	22682174
IGLV9-49	2852426531.5	22	22697537	22698086
IGLV1-47	2852441067.5	22	22712085	22712610
IGLV7-46	2852452938	22	22723980	22724456
IGLV1-44	2852464145	22	22735133	22735717
IGLV7-43	2852478311.5	22	22749354	22749829
IGLV5-37	2852510843.5	22	22781874	22782373
IGLV1-36	2852515269	22	22786294	22786804
ZNF280B	2852579839.5	22	22838767	22863472
ZNF280A	2852600056.5	22	22868060	22874613
PRAME	2852624665.5	22	22890123	22901768
IGLV2-33	2852659605.5	22	22930624	22931147
IGLV3-32	2852665969.5	22	22936996	22937503
GGTLC2	2852717379.5	22	22986946	22990373
IGLV3-27	2852739737	22	23010756	23011278
IGLV2-23	2852769303	22	23040272	23040894
IGLV3-22	2852775748.5	22	23046748	23047309
IGLV3-21	2852783651	22	23054172	23055690
IGLV2-18	2852806059.5	22	23077093	23077586
IGLV3-16	2852818854	22	23089868	23090400
IGLV3-12	2852843418	22	23114315	23115081
IGLV2-11	2852863958	22	23134978	23135498
IGLV3-9	2852890600	22	23161505	23162255
IGLV2-8	2852894190	22	23165151	23165789
IGLV3-1	2852951951	22	23222884	23223578
IGLL5	2852962843.5	22	23229960	23238287
IGLJ3	2852975837.5	22	23247028	23247207
IGLJ7	2852992304.5	22	23263560	23263609
RTDR1	2853171656.5	22	23401591	23484282
RSPH14	2853173120.5	22	23401593	23487208
GNAZ	2853168605.5	22	23412547	23467224
RAB36	2853225745	22	23487513	23506537
BCR	2853319777.5	22	23521891	23660224
CES5AP1	2853449820	22	23712280	23729920
ZDHHC8P1	2853467493.5	22	23732791	23744756
AP000344.3	2853505224.5	22	23775749	23777260
AP000345.1	2853545440	22	23804271	23829169
AP000345.2	2853641000	22	23909249	23915311
IGLL1	2853647623.5	22	23915312	23922495
C22orf43	2853691293.5	22	23950637	23974510
DRICH1	2853691293.5	22	23950639	23974508
KB-1572G7.3	2853705686.5	22	23972803	23981130
GUSBP11	2853736726	22	23980672	24035340
AP000347.4	2853710534	22	23980677	23982951
KB-1572G7.2	2853756165	22	23995354	24059536
RGL4	2853764563	22	24030323	24041363
ZNF70	2853815792	22	24080865	24093279
VPREB3	2853824512.5	22	24094930	24096655
C22orf15	2853835348	22	24105208	24108048
CHCHD10	2853838045.5	22	24108021	24110630
MMP11	2853847178	22	24110413	24126503
AP000349.1	2853854026	22	24124467	24126145
SMARCB1	2853883376.5	22	24129118	24180195
DERL3	2853907722.5	22	24176690	24181315
SLC2A11	2853942413	22	24198890	24228496
AP000350.4	2853949612.5	22	24204375	24237410
MIF	2853965522.5	22	24236191	24237414
GSTT2B	2854030207	22	24299601	24303373
DDTL	2854040625	22	24309089	24314721
DDT	2854046506.5	22	24313554	24322019
AC253536.7	2854046833.5	22	24313567	24322660
GSTT2	2854052942.5	22	24322337	24326108
GSTT1	2854109126.5	22	24376133	24384680
CABIN1	2854219839	22	24407642	24574596
SUSD2	2854309872.5	22	24577227	24585078
GGT5	2854357086	22	24615622	24641110
POM121L9P	2854383364.5	22	24647794	24661495
SPECC1L	2854468966.5	22	24666785	24813708
SPECC1L-ADORA2A	2854481315	22	24666866	24838324
ADORA2A	2854554807.5	22	24813847	24838328
UPB1	2854635936.5	22	24890075	24924358
GUCD1	2854672867	22	24936391	24951903
SNRPD3	2854707429	22	24951471	25005947
GGT1	2854731065	22	24979718	25024972
FAM211B	2854714029	22	24981586	24989032
LRRC75B	2854714101.5	22	24981588	24989175
PIWIL3	2854871564	22	25115001	25170687
SGSM1	2854991560.5	22	25202136	25323545
TMEM211	2855065511.5	22	25330921	25342662
KIAA1671	2855199776	22	25348697	25593415
CRYBB3	2855328293.5	22	25595817	25603330
CRYBB2	2855350382.5	22	25615489	25627836
RP3-462D8.2	2855405597	22	25675494	25678260
LRP5L	2855503084.5	22	25747385	25801344
ADRBK2	2855771758.5	22	25960814	26125263
GRK3	2855771758.5	22	25960816	26125261
MYO18B	2856011279	22	26138111	26427007
SEZ6L	2856401221.5	22	26565440	26779563
ASPHD2	2856561830	22	26825239	26840981
HPS4	2856588316	22	26839389	26879803
SRRD	2856613953.5	22	26879843	26890624
TFIP11	2856626551	22	26887191	26908471
TPST2	2856684035	22	26917949	26992681
CRYBB1	2856733367	22	26995242	27014052
CRYBA4	2856751002	22	27017928	27026636
MIAT	2856791607	22	27053334	27072440
CTA-211A9.5	2856851189	22	27068766	27176172
RP1-90L6.3	2857036658.5	22	27299301	27316576
CTA-929C8.5	2857405975.5	22	27672199	27682312
CTA-929C8.6	2857438734.5	22	27706610	27713419
CTA-929C8.8	2857480207	22	27727746	27775228
RP1-231P7P.1	2857693387	22	27959798	27969536
RP1-213J1P__B.1	2857820477.5	22	28072554	28110961
MN1	2857899595.5	22	28144265	28197486
PITPNB	2858010609.5	22	28247657	28316122
TTC28	2858453647.5	22	28374002	29075853
CHEK2	2858839790.5	22	29083731	29138410
HSCB	2858874481	22	29138019	29153503
CCDC117	2858905695.5	22	29168662	29185289
XBP1	2858922284	22	29190543	29196585
ZNRF3	2859095247.5	22	29279580	29453475
C22orf31	2859184966	22	29454660	29457832
KREMEN1	2859245413.5	22	29469066	29564321
EMID1	2859357433	22	29601840	29655586
RHBDD3	2859388739.5	22	29655841	29664198
EWSR1	2859408976.5	22	29663998	29696515
GAS2L1	2859434393	22	29702572	29708774
RASL10A	2859441015	22	29708922	29715668
AP1B1	2859500138.5	22	29723669	29819168
RFPL1S	2859582211	22	29832816	29874166
RFPL1	2859565228	22	29834572	29838444
NEFH	2859610519	22	29876219	29887379
THOC5	2859655256.5	22	29901868	29951205
NIPSNAP1	2859692781.5	22	29950797	29977326
NF2	2859775786	22	29999545	30094587
CABP7	2859850670.5	22	30116073	30127828
ZMAT5	2859873692.5	22	30126945	30163000
UQCR10	2859893600	22	30163358	30166402
ASCC2	2859938165	22	30184597	30234293
MTMR3	2860081719.5	22	30279144	30426855
HORMAD2	2860253333.5	22	30476163	30573064
RP3-438O4.4	2860320585.5	22	30580631	30603100
LIF	2860368358	22	30636436	30642840
OSM	2860389543.5	22	30658818	30662829
GATSL3	2860412081	22	30681104	30685618
CASTOR1	2860412081	22	30681106	30685616
AC004997.1	2860417069	22	30681227	30695471
TBC1D10A	2860434227	22	30687979	30723035
SF3A1	2860469176.5	22	30727977	30752936
CCDC157	2860492355.5	22	30752624	30774647
RNF215	2860520000	22	30764800	30817760
SEC14L2	2860535795.5	22	30792846	30821305
AC004832.3	2860543830.5	22	30805244	30824977
RP4-539M6.19	2860543832.5	22	30805249	30824976
KIAA1658	2860543060.5	22	30814212	30814469
MTFP1	2860551999	22	30821518	30825040
RP4-539M6.22	2860560602.5	22	30831529	30832236
SEC14L3	2860584711	22	30843946	30868036
SEC14L4	2860622019	22	30884900	30901698
SEC14L6	2860659447.5	22	30918786	30942669
GAL3ST1	2860689318	22	30950622	30970574
PES1	2860716561	22	30972612	31003070
TCN2	2860741765	22	31002825	31023265
SLC35E4	2860777041	22	31031639	31065003
DUSP18	2860784677.5	22	31048038	31063877
OSBP2	2860925510	22	31089769	31303811
MORC2	2861071420.5	22	31321117	31364284
SMTN	2861209137	22	31460091	31500743
SELM	2861237126.5	22	31500756	31516057
SELENOM	2861237126.5	22	31500758	31516055
INPP5J	2861253419.5	22	31518717	31530682
PLA2G3	2861262414	22	31530795	31536593
RNF185	2861308307	22	31556169	31603005
LIMK2	2861370865.5	22	31608225	31676066
RNU6-1128P	2861347505	22	31618729	31618841
PIK3IP1	2861411769.5	22	31677579	31688520
PATZ1	2861460724	22	31721790	31742218
DRG1	2861589784.5	22	31795509	31926620
EIF4ENIF1	2861591248.5	22	31832963	31892094
SFI1	2861678343	22	31884674	32014572
PISD	2861765167.5	22	32014477	32058418
PRR14L	2861837904	22	32072242	32146126
DEPDC5	2861955656	22	32149853	32304019
Z82190.2	2861980277.5	22	32150885	32352230
C22orf24	2862064141.5	22	32329505	32341338
YWHAH	2862075738.5	22	32340447	32353590
SLC5A1	2862202737.5	22	32439019	32509016
AP1B1P1	2862252430	22	32517962	32529458
RP1-127L4.7	2862266976.5	22	32537252	32539261
C22orf42	2862278871	22	32544993	32555309
RFPL2	2862321663	22	32586422	32599464
SLC5A4	2862361615.5	22	32614463	32651328
RP1-90G24.6	2862400010	22	32669405	32673175
RP1-149A16.12	2862459845	22	32723156	32739094
RFPL3	2862482730	22	32750872	32757148
RFPL3S	2862490198	22	32755891	32767065
RTCB	2862524625.5	22	32783569	32808242
BPIFC	2862563872.5	22	32809834	32860471
FBXO7	2862611459.5	22	32870663	32894816
SYN3	2862910168.5	22	32908539	33454358
TIMP3	2862957078.5	22	33197687	33259030
RP1-302D9.2	2863237117.5	22	33504513	33512282
LARGE1	2863667240.5	22	33558212	34318829
LARGE	2863721348	22	33668845	34316411
LL22NC03-86D4.1	2864227658	22	34413460	34584416
RP1-288L1.4	2864843124.5	22	35107897	35120912
RP1-272J12.1	2865122149	22	35318597	35468261
ISX	2865201474.5	22	35462129	35483380
CTA-714B7.5	2865300153	22	35515815	35627051
HMGXB4	2865401342.5	22	35653445	35691800
TOM1	2865448347.5	22	35695268	35743987
HMOX1	2865512000.5	22	35776354	35790207
MCM5	2865537459.5	22	35796056	35821423
RASD2	2865672201.5	22	35936915	35950048
MB	2865747124.5	22	36002811	36033998
AL049747.1	2865755830.5	22	36023038	36031183
APOL6	2865783169	22	36044442	36064456
APOL5	2865848444.5	22	36113919	36125530
RBFOX2	2866008348	22	36134783	36424473
APOL3	2866278021.5	22	36536378	36562225
APOL4	2866321749	22	36585172	36600886
APOL2	2866357844.5	22	36622249	36636000
APOL1	2866385036	22	36649056	36663576
MYH9	2866459437.5	22	36677323	36784112
TXN2	2866599300	22	36863083	36878077
FOXRED2	2866621912.5	22	36883237	36903148
EIF3D	2866644910	22	36906897	36925483
CACNG2	2866758505.5	22	36959968	37099603
IFT27	2866891993	22	37154246	37172300
PVALB	2866934845.5	22	37196728	37215523
CTA-833B7.2	2866983669	22	37243413	37266485
NCF4	2866994263.5	22	37257030	37274057
CSF2RB	2867051800.5	22	37309670	37336491
TEX33	2867124241.5	22	37387161	37403882
TST	2867140282	22	37406900	37416224
MPST	2867149489.5	22	37415676	37425863
KCTD17	2867182323	22	37447776	37459430
TMPRSS6	2867212334.5	22	37461476	37505753
IL2RB	2867275206	22	37521878	37571094
C1QTNF6	2867314536	22	37576207	37595425
SSTR3	2867333040	22	37600278	37608362
RAC2	2867359614.5	22	37621301	37640488
CYTH4	2867423447	22	37678068	37711386
ELFN2	2867522472.5	22	37764000	37823505
MFNG	2867602490	22	37865101	37882439
CARD10	2867629694.5	22	37886400	37915549
CDC42EP1	2867689653	22	37956454	37965412
LGALS2	2867701158	22	37966253	37978623
GGA1	2867745746.5	22	38004482	38029571
SH3BP1	2867770113.5	22	38030661	38052126
Z83844.3	2867778039.5	22	38035700	38062939
PDXP	2867787557.5	22	38054734	38062941
LGALS1	2867802434	22	38071615	38075813
NOL12	2867812302.5	22	38077680	38089485
Z83844.1	2867831185.5	22	38082421	38122510
TRIOBP	2867861499	22	38092995	38172563
H1F0	2867930991.5	22	38201100	38203443
GCAT	2867937267.5	22	38203912	38213183
GALR3	2867949165.5	22	38219389	38221502
ANKRD54	2867964818	22	38226862	38245334
EIF3L	2867993864.5	22	38244875	38285414
MICALL1	2868048966.5	22	38301664	38338829
C22orf23	2868073086.5	22	38339057	38349676
POLR2F	2868121988	22	38348614	38437922
SOX10	2868103781	22	38366693	38383429
RP5-1039K5.18	2868168302	22	38439235	38439929
PICK1	2868190733	22	38452318	38471708
SLC16A8	2868205840.5	22	38474141	38480100
BAIAP2L2	2868222506.5	22	38480896	38506677
PLA2G6	2868283319.5	22	38507502	38601697
MAFF	2868333366	22	38596774	38612518
TMEM184B	2868370889	22	38615298	38669040
CSNK1E	2868429113	22	38686697	38714089
TPTEP2-CSNK1E	2868469945.5	22	38687924	38794527
KCNJ4	2868565488.5	22	38822332	38851205
KDELR3	2868600479.5	22	38864067	38879452
DDX17	2868620275	22	38879445	38903665
DMC1	2868669342.5	22	38914954	38966291
FAM227A	2868742099.5	22	38974125	39052634
CBY1	2868789970	22	39052641	39069859
RP3-508I15.10	2868792354	22	39062511	39064757
TOMM22	2868808409.5	22	39077953	39081426
JOSD1	2868818274.5	22	39081548	39097561
GTPBP1	2868846736	22	39101728	39134304
SUN2	2868889159	22	39130730	39190148
DNAL4	2868911078	22	39174513	39190203
NPTXR	2868955942	22	39214457	39239987
CBX6	2868991607	22	39257455	39268319
APOBEC3A	2869097484.5	22	39348746	39388783
APOBEC3B	2869112300.5	22	39378352	39388809
APOBEC3C	2869141942.5	22	39410088	39416357
AL022318.4	2869148544.5	22	39410368	39429281
APOBEC3D	2869151919.5	22	39417118	39429281
APOBEC3F	2869171982	22	39436609	39449915
APOBEC3G	2869207099	22	39473010	39483748
APOBEC3H	2869225370.5	22	39493229	39500072
CBX7	2869261145.5	22	39516172	39548679
PDGFB	2869358780	22	39619364	39640756
AL031590.1	2869385684	22	39656865	39657063
RPL3	2869441360.5	22	39708887	39716394
SYNGR1	2869492481.5	22	39745930	39781593
TAB1	2869543125.5	22	39795746	39833065
MGAT3	2869599494	22	39853349	39888199
MIEF1	2869633507	22	39895437	39914137
AL022312.1	2869629062	22	39900236	39900448
ATF4	2869645915	22	39915700	39918690
RPS19BP1	2869655699	22	39925098	39928860
CACNA1I	2869754970	22	39966758	40085742
ENTHD1	2869943178.5	22	40139049	40289868
GRAP2	2870062125.5	22	40297086	40369725
Z82206.1	2870087281.5	22	40356401	40360722
FAM83F	2870143963	22	40390953	40439533
TNRC6B	2870315036.5	22	40440821	40731812
ADSL	2870493205.5	22	40742504	40786467
AL022238.4	2870503015.5	22	40742533	40806058
SGSM3	2870515164	22	40766595	40806293
MKL1	2870648207	22	40806283	41032691
MRTFA	2870648215.5	22	40806285	41032706
MCHR1	2870805506	22	41074754	41078818
SLC25A17	2870919238.5	22	41165634	41215403
ST13	2870965502.5	22	41220539	41253026
XPNPEP3	2871019670	22	41253081	41328819
DNAJB7	2870985561.5	22	41255553	41258130
RBX1	2871087052	22	41347351	41369313
EP300	2871260656.5	22	41487790	41576083
RP1-85F18.5	2871310747.5	22	41570593	41593462
L3MBTL2	2871342962	22	41601209	41627275
CHADL	2871359946	22	41625514	41636938
RANGAP1	2871390655	22	41641615	41682255
AL035681.1	2871414257	22	41685388	41685686
ZC3H7B	2871455558.5	22	41697526	41756151
TEF	2871508053.5	22	41763337	41795330
TOB2	2871564981.5	22	41829496	41843027
PHF5A	2871588945	22	41855721	41864729
ACO2	2871623781	22	41865129	41924993
POLR3H	2871659929	22	41921808	41940610
CSDC2	2871693976	22	41956767	41973745
PMM1	2871708116	22	41972898	41985894
DESI1	2871734286	22	41994032	42017100
XRCC6	2871767307.5	22	42017123	42060052
SNU13	2871806941	22	42069934	42086508
NHP2L1	2871806148	22	42069969	42084887
C22orf46	2871818261.5	22	42084943	42094140
MEI1	2871874201.5	22	42095503	42195460
CCDC134	2871938213	22	42196683	42222303
SREBF2	2871994917.5	22	42229083	42303312
SHISA8	2872036834.5	22	42305558	42310671
TNFRSF13C	2872049144.5	22	42318027	42322822
CENPM	2872067666.5	22	42334725	42343168
SEPT3	2872108572	22	42365479	42394225
WBP2NL	2872153314.5	22	42394729	42454460
NAGA	2872189322	22	42454358	42466846
FAM109B	2872201570	22	42470253	42475447
PHETA2	2872201570	22	42470255	42475445
SMDT1	2872206711.5	22	42475695	42480288
NDUFA6	2872212964	22	42481529	42486959
NDUFA6-AS1	2872239830.5	22	42486933	42535288
CYP2D6	2872253424.5	22	42522501	42526908
TCF20	2872376540.5	22	42556019	42739622
NFAM1	2872531128.5	22	42776416	42828401
SERHL	2872631301	22	42896594	42908568
RRP7A	2872639611	22	42905974	42915808
SERHL2	2872688725.5	22	42949623	42970388
POLDIP3	2872724067.5	22	42979727	43010968
CYB5R3	2872758430	22	43013846	43045574
ATP5MGL	2872764928	22	43035809	43036607
A4GALT	2872831431	22	43088118	43117304
ARFGAP3	2872952030	22	43192508	43254112
PACSIN2	2873050004.5	22	43231418	43411151
TTLL1	2873189262	22	43435650	43485434
BIK	2873244956	22	43506754	43525718
MCAT	2873262526	22	43528212	43539400
TSPO	2873282104	22	43547520	43559248
TTLL12	2873301603.5	22	43562628	43583139
SCUBE1	2873395061.5	22	43593289	43739394
MPPED1	2873584185	22	43807202	43903728
EFCAB6	2873795140.5	22	43924624	44208217
SULT4A1	2873968106	22	44220389	44258383
PNPLA5	2874010445.5	22	44275558	44287893
PNPLA3	2874068713.5	22	44319619	44360368
SAMM50	2874107576	22	44351301	44406411
PARVB	2874210680	22	44395091	44568829
PARVG	2874320844.5	22	44568836	44615413
KIAA1644	2874402859	22	44639545	44708733
SHISAL1	2874402859	22	44639547	44708731
LDOC1L	2874620035	22	44888450	44894180
RTL6	2874620035	22	44888452	44894178
LINC00207	2874695446.5	22	44965230	44968223
LINC00229	2874740779	22	45002817	45021301
PRR5	2874827714	22	45064427	45133561
PRR5-ARHGAP8	2874907069.5	22	45098113	45258586
ARHGAP8	2874932273	22	45148438	45258668
PHF21B	2875070181	22	45277042	45405880
NUP50	2875300529	22	45559722	45583896
KIAA0930	2875340154.5	22	45586219	45636650
UPK3A	2875415029	22	45680863	45691755
FAM118A	2875450062.5	22	45704849	45737836
SMC1B	2875503442	22	45739944	45809500
RIBC2	2875547694	22	45809572	45828376
FBLN1	2875676286.5	22	45898118	45997015
ATXN10	2875883152.5	22	46067678	46241187
WNT7B	2876073345.5	22	46316242	46373009
C22orf26	2876176411	22	46445356	46450026
PRR34	2876176411	22	46445358	46450024
FLJ27365	2876224565.5	22	46481881	46509810
PPARA	2876321758.5	22	46546424	46639653
CDPF1	2876371962	22	46639908	46646576
PKDREJ	2876384126	22	46651560	46659252
TTC38	2876405601.5	22	46663858	46689905
GTSE1	2876438392.5	22	46692638	46726707
TRMU	2876468724.5	22	46726772	46753237
CELSR1	2876573619	22	46756731	46933067
GRAMD4	2876752518	22	46971909	47075687
CERK	2876835953	22	47080308	47134158
TBC1D22A	2877093648	22	47158514	47571342
CITF22-49D8.1	2877484025	22	47741317	47769293
LINC00898	2877750775	22	48016790	48027320
RP11-191L9.4	2877868106	22	48027421	48251351
FAM19A5	2878794718	22	48885272	49246724
CTA-299D3.8	2878667675.5	22	48934710	48943201
WI2-81516E3.1	2879020183.5	22	49288727	49294200
RP1-29C18.9	2879696213	22	49965910	49969076
C22orf34	2879760961	22	50013290	50051192
RP5-983L19.2	2879843647.5	22	50111699	50118156
BRD1	2879922765.5	22	50166931	50221160
ZBED4	2879994328	22	50247490	50283726
ALG12	2880031711.5	22	50293877	50312106
CRELD2	2880045221.5	22	50311815	50321188
PIM3	2880084664.5	22	50354161	50357728
IL17REL	2880170735	22	50432942	50451088
TTLL8	2880203178	22	50453552	50495364
MLC1	2880239795.5	22	50497820	50524331
MOV10L1	2880292933.5	22	50528308	50600119
PANX2	2880342661.5	22	50609160	50618723
TRABD	2880359905.5	22	50624344	50638027
SELO	2880376446.5	22	50639406	50656047
SELENOO	2880376446.5	22	50639408	50656045
TUBGCP6	2880398489.5	22	50656118	50683421
HDAC10	2880415443	22	50683612	50689834
MAPK12	2880420786.5	22	50683879	50700254
MAPK11	2880434389	22	50702142	50709196
PLXNB2	2880458452	22	50713408	50746056
AL022328.1	2880442946.5	22	50714103	50714350
DENND6B	2880485194	22	50747459	50765489
PPP6R2	2880561346	22	50781733	50883519
SBF1	2880627161	22	50883429	50913453
ADM2	2880651147	22	50919985	50924869
MIOX	2880655865	22	50925213	50929077
LMF2	2880672469	22	50941378	50946120
NCAPH2	2880682993	22	50946645	50961901
SCO2	2880692152.5	22	50961997	50964868
TYMP	2880695053	22	50964181	50968485
ODF3B	2880698294	22	50968139	50971009
KLHDC7B	2880715606	22	50984320	50989452
SYCE3	2880724157.5	22	50989541	51001334
CPT1B	2880740812	22	51007290	51016894
CHKB-CPT1B	2880743066	22	51007298	51021394
CHKB	2880757351	22	51017378	51039884
MAPK8IP2	2880774481.5	22	51039114	51052409
ARSA	2880792611.5	22	51061182	51066601
SHANK3	2880871004.5	22	51112843	51171726
ACR	2880908913	22	51176624	51183762
RABL2B	2880942730	22	51205929	51222091
RPL23AP82	2880959733.5	22	51222288	51239739
PLCXD1	2881189792	23	142989	170023
GTPBP6	2881209326	23	171196	180884
AL360154.1	2881229707	23	180634	212208
PLCXD1	2881239792	23	192989	220023
GTPBP6	2881259326	23	221196	230884
AC109135.1	2881348466	23	222728	407632
PPP2R3B	2881304480	23	244698	297690
PPP2R3B	2881354480	23	294698	347690
SHOX	2881585898.5	23	535079	570146
SHOX	2881635898.5	23	585079	620146
CRLF2	2882306554.5	23	1264894	1281643
CRLF2	2882356554.5	23	1314894	1331643
CSF2RA	2882391769.5	23	1337693	1379274
CSF2RA	2882441769.5	23	1387693	1429274
IL3RA	2882461831.5	23	1405509	1451582
SLC25A6	2882491617	23	1455045	1461617
IL3RA	2882511831.5	23	1455509	1501582
ASMTL	2882530629.5	23	1472032	1522655
SLC25A6	2882541617	23	1505045	1511617
ASMTL	2882580629.5	23	1522032	1572655
P2RY8	2882602018.5	23	1531465	1606000
P2RY8	2882652018.5	23	1581465	1656000
AKAP17A	2882699232.5	23	1660486	1671407
ASMT	2882731220	23	1683894	1711974
AKAP17A	2882749232.5	23	1710486	1721407
ASMT	2882781220	23	1733894	1761974
DHRSX	2883262487.5	23	2087557	2370846
DHRSX	2883312487.5	23	2137557	2420846
ZBED1	2883395017.5	23	2354455	2369008
ZBED1	2883445017.5	23	2404455	2419008
CD99P1	2883584637.5	23	2527431	2575272
LINC00102	2883565494.5	23	2531027	2533390
CD99	2883617548	23	2559174	2609350
CD99	2883667548	23	2609174	2659350
SRY	2883688604	23	2654896	2655740
XG	2883735601	23	2670089	2734541
RPS4Y1	2883788070	23	2709527	2800041
GYG2	2883807131	23	2746829	2800861
ZFY	2883860220.5	23	2803322	2850547
ARSD	2883867987.5	23	2822011	2847392
ARSE	2883902798	23	2852673	2886351
ARSH	2883971419	23	2924654	2951612
ARSF	2884028425.5	23	2959512	3030767
CXorf28	2884229563.5	23	3189859	3202696
MXRA5	2884278930	23	3226606	3264682
TGIF2LY	2884480868	23	3447082	3448082
PRKX	2884610316	23	3522411	3631649
RP11-706O15.1	2884782019.5	23	3735567	3761900
RP11-706O15.5	2884848046	23	3809477	3820043
PCDH11Y	2886272552	23	4868267	5610265
AC012067.1	2886342934	23	5306691	5312605
RP11-733O18.1	2886641190	23	5571460	5644348
NLGN4X	2886986077	23	5758678	6146904
TSPY2	2887148948	23	6114264	6117060
VCX3A	2887485695	23	6451659	6453159
RP11-1M18.1	2887646031.5	23	6585904	6639587
AMELY	2887771299.5	23	6733959	6742068
TBL1Y	2887902511.5	23	6778727	6959724
PUDP	2888049882	23	6966961	7066231
HDHD1	2888050287.5	23	6967802	7066201
STS	2888238460	23	7137497	7272851
VCX	2888844529.5	23	7810303	7812184
PNPLA4	2888914320	23	7866288	7895780
VCX2	2889171932.5	23	8137985	8139308
VCX3B	2889466997	23	8432871	8434551
KAL1	2889631857	23	8496913	8700229
ANOS1	2889631857	23	8496915	8700227
FAM9A	2889797416	23	8758836	8769424
GS1-542M4.4	2889867058	23	8831900	8835644
FAM9B	2890095762.5	23	8992273	9132680
TSPY4	2890209769	23	9175073	9177893
